ID	Description	Length	GC
CP013989.1	Pseudomonas  aeruginosa  strain  USDA-ARS-USMARC-41639  complete  genome	6364583	66.3947347375
CP015557.1	Streptococcus  suis  strain  DN13  complete  genome	2142184	41.3207268843
CP010106.1	Bacillus  thuringiensis  serovar  indiana  strain  HD521  complete  genome	5429688	35.275507543
CP014015.1	Citrobacter  amalonaticus  strain  FDAARGOS_122  complete  genome	4904610	53.7322641352
CP011374.1	Moraxella  bovoculi  strain  58069  complete  genome	2193308	45.5156320954
CP017038.1	Tannerella  sp.  oral  taxon  BU063  complete  genome	2973531	56.4525474932
AP012322.1	Bifidobacterium  angulatum  DSM  20098  =  JCM  7096  DNA  complete  genome	2021974	59.4306356066
CP001721.1	Atopobium  parvulum  DSM  20469  complete  genome	1543805	45.68659902
AE000512.1	Thermotoga  maritima  MSB8  complete  genome	1860725	46.2477260208
CP012187.1	Lactobacillus  paracasei  strain  CAUH35  complete  genome	2770411	46.5762300251
CP000517.1	Lactobacillus  helveticus  DPC  4571  complete  genome	2080931	37.0770102421
CP003876.1	Nocardia  brasiliensis  ATCC  700358  complete  genome	9436348	68.0470771108
CP015003.1	Pseudomonas  aeruginosa  strain  PA11803  complete  genome	7006578	65.9730613147
CP001226.1	Candidatus  Hodgkinia  cicadicola  Dsem  complete  genome	143795	58.3852011544
HE601805.1	Chlamydia  trachomatis  F/SW5  complete  genome	1042743	41.3105626219
CP006608.1	Salmonella  bongori  N268-08  complete  genome	4683551	51.3411511906
CP008878.1	Flavobacterium  psychrophilum  strain  V3-5  complete  genome	2698020	32.3655866154
CP006647.2	Borrelia  miyamotoi  LB-2001  complete  genome	907293	28.7181759365
CP014323.1	Alteromonas  macleodii  strain  D7  complete  genome	4575623	44.442669337
CP000267.1	Rhodoferax  ferrireducens  T118  complete  genome	4712337	59.8793337573
CP013881.1	Bordetella  pertussis  strain  H636  complete  genome	4105336	67.7077588777
CP021359.1	Acidovorax  sp.  NA2  complete  genome	3986972	64.1863800398
CP012513.1	Salmonella  enterica  subsp.  enterica  serovar  Thompson  strain  RM1984  complete  genome	4708710	52.2463902003
CP020478.1	Campylobacter  helveticus  strain  ATCC  51209  complete  genome	1758726	34.6239266378
CP001630.1	Actinosynnema  mirum  DSM  43827  complete  genome	8248144	73.708873172
CP007145.1	Hymenobacter  swuensis  DY53  complete  genome	4904241	59.6731278092
CP002536.1	Deinococcus  proteolyticus  MRP  complete  genome	2147060	66.1626596369
CP017444.1	Escherichia  coli  O157:H7  strain  8368  complete  genome	5437532	50.5164291447
CP015578.1	Campylobacter  lanienae  NCTC  13004  complete  genome	1594554	34.5978875598
CP002956.1	Yersinia  pestis  A1122  complete  genome	4553770	47.5825085588
CP000513.1	Dichelobacter  nodosus  VCS1703A  complete  genome	1389350	44.3957246194
CP008712.1	Bacillus  cereus  strain  FT9  complete  genome	5223665	35.5437417981
CP019458.1	Streptomyces  autolyticus  strain  CGMCC0516  complete  genome	10029028	71.1438835349
CP010178.1	Escherichia  coli  strain  H15  complete  genome	4741552	50.8218406125
CP011305.1	Stenotrophomonas  maltophilia  strain  ISMMS2  complete  genome	4509724	66.4474145203
CP006877.1	Rhizobium  gallicum  bv.  gallicum  R602  complete  genome	4133237	59.9726558143
CP012089.1	Bordetella  pertussis  strain  J169  complete  genome	4102567	67.7050003083
CP004348.1	Beta  proteobacterium  CB  complete  genome	2045720	46.0889075729
CP021207.1	Escherichia  coli  strain  strain  Z247  complete  genome	5013813	50.61114166
CP016286.1	Rhizobium  leguminosarum  strain  Vaf10  complete  genome	5035299	60.9280799412
CP015074.2	Escherichia  coli  strain  Ecol_745  complete  genome	4977366	50.7500151687
CP008923.1	Corynebacterium  pseudotuberculosis  strain  CS_10  complete  genome	2338144	52.1854513666
CP007757.1	Halomonas  campaniensis  strain  LS21  complete  genome	4074048	52.6486678606
CP013070.1	Sphingobium  indicum  B90A  complete  genome	3654322	64.9832992276
CP010186.1	Escherichia  coli  strain  M6  complete  genome	5146228	50.5149013996
FO681494.1	Xanthomonas  fuscans  subsp.  fuscans  str.  4834-R  chromosome  complete  genome	4981995	64.8137744016
CP008699.1	Candidatus  Hodgkinia  cicadicola  isolate  TETULN  complete  genome	150297	46.385490063
CP019913.2	Desulfococcus  multivorans  strain  DSM  2059  complete  genome	4455976	56.829435347
CP004054.2	Pseudomonas  aeruginosa  PA1  complete  genome	6498072	66.3534814634
CP014224.1	Wenyingzhuangia  fucanilytica  strain  CZ1127  complete  genome	3427057	31.6353652711
HG825990.3	Coxiella  burnetii  Cb175_Guyana  complete  genome	1989565	42.637963575
CP019409.1	Salmonella  enterica  subsp.  enterica  serovar  Djakarta  str.  S-1087  complete  genome	4668861	52.3383754625
CP003866.1	Borrelia  garinii  NMJW1  complete  genome	902789	28.3870317427
AP008231.1	Synechococcus  elongatus  PCC  6301  DNA  complete  genome	2696255	55.4843291899
CP001654.1	UNVERIFIED:  Dickeya  dadantii  Ech703  complete  genome	4679450	55.0150765581
CP015438.1	Anoxybacillus  amylolyticus  strain  DSM  15939  complete  genome	2834744	43.6860612457
CP002480.1	Granulicella  tundricola  MP5ACTX9  complete  genome	4309153	60.513887532
AE017245.1	Mycoplasma  synoviae  53  complete  genome	799476	28.4951643326
CP013944.1	Piscirickettsia  salmonis  strain  PSCGR01  complete  genome	3167361	39.7379079934
CP013244.1	Caulobacteraceae  bacterium  OTSz_A_272  complete  genome	3732719	61.5005576364
CP011096.1	Mycoplasma  synoviae  ATCC  25204  complete  genome	846495	28.3448809503
CP000943.1	Methylobacterium  sp.  4-46  complete  genome	7659055	71.5830869474
CP020906.1	Rhizobium  etli  strain  NXC12  complete  genome	4297568	61.3218452855
CP012502.1	Bacillus  beveridgei  strain  MLTeJB  complete  genome	3582268	46.0786853468
CP018151.1	Microbacterium  sp.  1.5R  complete  genome	3620317	68.1413257458
CP017694.1	Geobacillus  thermodenitrificans  strain  KCTC3902  complete  genome	3505276	49.1086864487
CP021677.1	Bacillus  licheniformis  strain  SRCM100027  complete  genome	4326347	46.1034447769
CP018614.1	Lactobacillus  delbrueckii  subsp.  indicus  strain  JCM  15610  complete  genome	1967220	49.4585760617
CP017665.1	Citrobacter  koseri  isolate  0123A_53_520  complete  genome	4752495	53.9146700838
CP011994.1	Ectothiorhodospira  sp.  BSL-9  complete  genome	3550080	62.9536799171
CP014028.1	Achromobacter  xylosoxidans  strain  FDAARGOS_150  complete  genome	6263082	67.8147276373
CP010520.1	Clostridium  botulinum  strain  NCTC  8266  complete  genome	3611897	27.3537700549
CP000153.1	Sulfurimonas  denitrificans  DSM  1251  complete  genome	2201561	34.4619567661
CP012396.1	Salmonella  enterica  strain  FORC_019  complete  genome	4680751	52.1778236014
CP008884.1	Dyella  japonica  A8  complete  genome	4831185	64.9673113325
CP010888.1	Peptoclostridium  difficile  strain  08ACD0030  complete  genome	4167076	28.8162730893
CP013483.1	Escherichia  coli  strain  Y5  complete  genome	4839266	50.8116933436
CP007790.1	Corynebacterium  marinum  DSM  44953  complete  genome	2607268	68.0519992575
CP001019.1	Coxiella  burnetii  CbuG_Q212  complete  genome	2008870	42.6331221035
AP011940.1	Helicobacter  pylori  F16  DNA  complete  genome	1575399	38.8844984667
CP001634.1	Kosmotoga  olearia  TBF  19.5.1  complete  genome	2302126	41.5459883603
BA000039.2	Thermosynechococcus  elongatus  BP-1  DNA  complete  genome	2593857	53.9179299399
CP014352.1	Propionibacterium  acidipropionici  strain  ATCC  55737  complete  genome	3704826	68.6942112801
CP000026.1	Salmonella  enterica  subsp.  enterica  serovar  Paratyphi  A  str.  ATCC  9150  complete  genome	4585229	52.1643520967
CP009623.1	Staphylococcus  agnetis  strain  908  complete  genome	2474434	35.7659973958
CP013149.1	Lactobacillus  plantarum  strain  MF1298  complete  genome	3235952	44.5994872606
CP015896.1	Lactococcus  lactis  subsp.  lactis  strain  229  complete  genome	2468447	35.1880757415
CP009571.1	Sphingomonas  taxi  strain  ATCC  55669  complete  genome	3859099	68.0014946494
CP000089.1	Dechloromonas  aromatica  RCB  complete  genome	4501104	59.2472202375
CP010298.1	Staphylococcus  aureus  strain  26b_MRSA  complete  genome	2872779	32.7502742118
CP004057.1	Shigella  flexneri  Shi06HN006  complete  genome	4620903	50.8704251096
CP003789.1	Liberibacter  crescens  BT-1  complete  genome	1504659	35.3554526308
CP017181.1	Enterobacter  kobei  strain  DSM  13645  complete  genome	4880257	54.9541140969
CP001819.1	Sanguibacter  keddieii  DSM  10542  complete  genome	4253413	71.886506201
AL445566.1	Mycoplasma  pulmonis  UAB  CTIP  complete  genome	963879	26.6365384037
CP003869.1	Dehalobacter  sp.  DCA  complete  genome	3069953	44.6065786675
CP009100.1	Mycobacterium  tuberculosis  strain  ZMC13-264  complete  genome	4411507	65.6117512678
CP021054.1	Methylobacterium  zatmanii  strain  PSBB041  complete  genome	5610348	68.2836786595
CP010945.1	Pseudomonas  fluorescens  NCIMB  11764  complete  genome	6998154	59.0071753208
CP015249.1	Dokdonella  koreensis  DS-123  complete  genome	4446619	70.3467286044
CP002896.1	Amycolatopsis  mediterranei  S699  complete  genome	10236779	71.2917608166
CP008876.1	Terribacillus  aidingensis  strain  MP602  complete  genome	3488643	42.8990297947
CP011186.1	Bordetella  pertussis  strain  H665  complete  genome	4109528	67.703882295
AE006914.1	Rickettsia  conorii  str.  Malish  7  complete  genome	1268755	32.4388081229
CP002212.1	Escherichia  coli  str.  'clone  D  i14'  complete  genome	5038386	50.5593259429
CP013142.1	Streptomyces  sp.  4F  complete  genome	8047771	72.2849469748
AM889285.1	Gluconacetobacter  diazotrophicus  PAl  5  complete  genome	3944163	66.4311033799
CP000554.1	Prochlorococcus  marinus  str.  MIT  9303  complete  genome	2682675	50.007585712
CP016190.1	Mycobacterium  abscessus  strain  FLAC028  complete  genome	5188101	64.2178323051
CP013811.1	Piscirickettsia  salmonis  strain  AY3864B  complete  genome	3187888	39.7250468021
CP016817.1	Mycoplasma  hyorhinis  strain  MDBK-IPV  complete  genome	837377	25.902072782
CP011722.1	Bordetella  pertussis  strain  I135  complete  genome	4109544	67.7037403663
CP006265.1	Psychrobacter  sp.  G  complete  genome	3079438	42.443393892
CP011389.1	'Deinococcus  soli'  Cha  et  al.  2014  strain  N5  complete  genome	3236984	70.2027875331
CP006771.1	Mycoplasma  parvum  str.  Indiana  complete  genome	564395	26.9750795099
AP008971.1	Finegoldia  magna  ATCC  29328  DNA  complete  genome	1797577	32.3127743624
CP007012.1	Pseudomonas  sp.  FGI182  complete  genome	5891312	63.2822875448
CP010282.1	Salmonella  enterica  subsp.  enterica  serovar  Newport  str.  CVM  21538  complete  genome	4795842	52.2274712136
CP011688.1	Bordetella  pertussis  strain  C742  complete  genome	4103249	67.7098318918
CP003236.1	Tistrella  mobilis  KA081020-065  complete  genome	3919492	68.1450045057
CR936503.1	Lactobacillus  sakei  strain  23K  complete  genome	1884661	41.2576054792
CP010145.1	Escherichia  coli  strain  D5  complete  genome	4817460	50.8962606851
CP014397.1	Staphylococcus  aureus  strain  USA300-SUR10  complete  genome	2918010	32.7851857944
CP003695.1	Bacillus  subtilis  subsp.  subtilis  str.  BSP1  complete  genome	4043754	43.8659226056
CP011021.1	Mycoplasma  gallinaceum  strain  B2096  8B  complete  genome	845307	28.375489615
CP016591.1	Altererythrobacter  dongtanensis  strain  KCTC  22672  complete  genome	3009495	65.7513303727
CP017676.1	Bacillus  subtilis  strain  VV2  complete  genome	4013819	43.8716593847
CP003329.1	Bacillus  subtilis  subsp.  subtilis  6051-HGW  complete  genome	4215610	43.5147463831
AP017308.1	Leptolyngbya  sp.  NIES-3755  DNA  complete  genome	6244812	46.6455995793
CP004858.1	Bacillus  thuringiensis  serovar  kurstaki  str.  YBT-1520  complete  genome	5602565	35.2936735228
CP008869.2	Pseudomonas  aeruginosa  strain  W16407  complete  genome	6808844	65.9234959708
AP014568.1	Comamonadaceae  bacterium  A1  DNA  complete  genome	2574013	66.0433727413
CP012889.1	Porphyromonas  gingivalis  381  complete  genome	2378872	48.3617445579
AM902716.1	Bordetella  petrii  strain  DSM  12804  complete  genome	5287950	65.4828241568
CP016507.1	Salmonella  enterica  subsp.  enterica  serovar  Heidelberg  strain  SH12-003  complete  genome	4751442	52.1914399881
CP000672.1	Haemophilus  influenzae  PittGG  complete  genome	1887192	38.0092221671
CP019704.1	Polaribacter  sp.  BM10  complete  genome	3254403	29.8532787734
CP012360.1	Pseudomonadaceae  bacterium  C6918  complete  genome	2312033	47.5083184366
AE017262.2	Listeria  monocytogenes  str.  4b  F2365  complete  genome	2905187	38.0412345229
CP017728.1	Salmonella  enterica  subsp.  enterica  serovar  Typhimurium  str.  SARA13  complete  genome	4819807	52.208335313
CP011701.1	Bordetella  pertussis  strain  H773  complete  genome	4111638	67.7017042843
CP009331.1	Bacillus  anthracis  strain  K3  complete  genome	5228730	35.3778833483
CP007557.1	Citrobacter  freundii  CFNIH1  complete  genome	5099034	52.2454645331
CP007252.1	Salmonella  enterica  subsp.  enterica  serovar  Enteritidis  str.  EC20111175  complete  genome	4679808	52.1732515522
AP013072.1	Streptococcus  anginosus  subsp.  whileyi  MAS624  DNA  complete  genome	2122284	38.3433131475
CP016026.1	Streptococcus  thermophilus  strain  KLDS  SM  complete  genome	1856787	39.0819194663
AE009442.1	Xylella  fastidiosa  Temecula1  complete  genome	2519802	51.7763697306
CP002360.1	Mahella  australiensis  50-1  BON  complete  genome	3135972	43.4519185758
CP001291.1	Cyanothece  sp.  PCC  7424  complete  genome	5942652	38.6089577515
CP004388.1	Thalassospira  xiamenensis  M-5  =  DSM  17429  complete  genome	4576570	54.8501388595
CP016358.1	Escherichia  coli  strain  K-15KW01  complete  genome	5154641	50.3692885693
CP018787.1	Oxalobacter  formigenes  strain  HC-1  complete  genome	2468871	49.5753727108
CP018356.1	Klebsiella  pneumoniae  strain  CAV1453  complete  genome	5327855	57.4503247555
CP016502.1	Ruminiclostridium  thermocellum  DSM  2360  complete  genome	3577579	39.1501627218
CP016670.1	Neisseria  meningitidis  strain  M25087  complete  genome	2167991	51.7245228417
CP017057.1	Erythrobacter  litoralis  strain  DSM  8509  complete  genome	3251353	65.188461542
CP011419.1	Streptococcus  suis  strain  NSUI002  complete  genome	2255345	41.0896337367
CP001089.1	Geobacter  lovleyi  SZ  complete  genome	3917761	54.7704671112
CP006027.1	Escherichia  coli  O145:H28  str.  RM13514  complete  genome	5585613	50.6870776762
CP007776.2	Campylobacter  lari  CCUG  22395  complete  genome	1523028	29.86504516
CP004005.1	Candidatus  Liberibacter  asiaticus  str.  gxpsy  complete  genome	1268237	36.5718710304
CP013190.1	Escherichia  coli  strain  FORC_031  complete  genome	4830073	50.7222768683
CP016546.1	Escherichia  coli  strain  O177:H21  complete  genome	5134536	50.6369416828
CP020579.1	Acinetobacter  baumannii  strain  SAA14  complete  genome	3972565	39.0566548313
CP003200.1	Klebsiella  pneumoniae  subsp.  pneumoniae  HS11286  complete  genome	5333942	57.4847832991
CP002830.1	Myxococcus  fulvus  HW-1  complete  genome	9003593	70.625127102
CP018249.1	Bacillus  sp.  H15-1  complete  genome	4162101	46.2747780508
CP004353.1	Corynebacterium  vitaeruminis  DSM  20294  complete  genome	2931780	65.5252781587
CP012129.1	Bordetella  pertussis  strain  G057  complete  genome	4108471	67.7050659479
CP016672.1	Neisseria  meningitidis  strain  M22828  complete  genome	2172926	51.6673370377
CP015429.1	[Haemophilus]  ducreyi  strain  GHA1  complete  genome	1622156	37.8593674098
CP011723.1	Bordetella  pertussis  strain  I136  complete  genome	4107454	67.7055908599
CP001890.1	Chlamydia  trachomatis  E/11023  complete  genome	1043025	41.3096522135
CP020603.1	Pseudomonas  aeruginosa  strain  E6130952  complete  genome	7040952	65.8561370678
CP004887.1	Klebsiella  michiganensis  HKOPL1  complete  genome	5914407	55.9210923428
CP002365.1	Lactococcus  lactis  subsp.  lactis  CV56  complete  genome	2399458	35.2397499769
BX119912.1	Rhodopirellula  baltica  SH  1  complete  genome	7145576	55.4032872927
CP010947.1	Aeromonas  hydrophila  strain  AL06-06  complete  genome	4884823	61.3836570946
CP014153.1	Bordetella  pertussis  strain  ATCC:BAA-1335D-5  complete  genome	4100156	67.7055946164
CP011451.1	Nitrosomonas  communis  strain  Nm2  complete  genome	4067838	44.731796104
CP001843.1	Treponema  primitia  ZAS-2  complete  genome	4059867	50.8375274362
CP003730.1	Legionella  pneumophila  subsp.  pneumophila  str.  Thunder  Bay  complete  genome	3455167	38.2322185874
CP002870.1	Pseudomonas  putida  S16  complete  genome	5984790	62.3224206697
CP015732.1	Arthrobacter  sp.  U41  complete  genome	4386369	66.656817974
CU928158.2	Escherichia  fergusonii  ATCC  35469  chromosome  complete  genome	4588711	49.9363982609
CP007233.1	Candidatus  Hodgkinia  cicadicola  strain  TETUND2  complete  genome	140570	46.1520950416
AP014524.1	Vibrio  cholerae  MS6  DNA  complete  genome  chromosome  1	2936971	47.7397631778
AP014525.1	Vibrio  cholerae  MS6  DNA  complete  genome  chromosome  2	1093973	46.8178830739
CP010457.1	Campylobacter  jejuni  strain  CJ677CC539  complete  genome	1636223	30.3703712758
CP012716.1	Fusobacterium  nucleatum  subsp.  nucleatum  ChDC  F316  strain  KCOM  1322  complete  genome	2227266	27.1400901374
CP007262.1	Salmonella  enterica  subsp.  enterica  serovar  Enteritidis  str.  EC20110356  complete  genome	4682805	52.1764626116
CP006858.1	Listeria  monocytogenes  serotype  1/2a  str.  08-6569  complete  genome	3032624	37.9562385578
CP020867.1	Campylobacter  cuniculorum  LMG  24588  complete  genome	1931011	31.164711128
CP005925.1	Borrelia  burgdorferi  CA382  complete  genome	910736	28.6014827568
CP020029.1	Lactobacillus  helveticus  strain  D75  complete  genome	2053066	37.0280351435
CP015398.1	Lactobacillus  brevis  strain  NPS-QW-145  complete  genome	2552671	45.8060987883
CP002113.1	Capnocytophaga  canimorsus  Cc5  complete  genome	2571406	36.1094280716
CP010847.1	Bordetella  pertussis  strain  H622  complete  genome	4107431	67.7058969463
CP013097.1	Salmonella  enterica  subsp.  enterica  serovar  Enteritidis  strain  CMCC50041  complete  genome	4676329	52.1717997173
CP010072.1	Campylobacter  jejuni  subsp.  jejuni  strain  01-1512  complete  genome	1742364	30.4875445085
CP006770.1	Streptococcus  equi  subsp.  zooepidemicus  CY  complete  genome	2107382	41.7133675812
CP006862.1	Listeria  monocytogenes  serotype  1/2a  str.  88-0478  complete  genome	2994351	37.9694297696
CP015906.1	Lactococcus  lactis  subsp.  lactis  strain  UC77  complete  genome	2538130	35.2573351247
CP013505.1	Rhizobium  sp.  N1341  complete  genome	4473645	61.3499059492
FM178379.1	Aliivibrio  salmonicida  LFI1238  chromosome  1  complete  genome	3325165	39.2283691185
FM178380.1	Aliivibrio  salmonicida  LFI1238  chromosome  2  complete  genome	1206461	38.2377051558
CP015134.1	Klebsiella  pneumoniae  strain  ATCC  35657  complete  genome	5229229	57.550969751
FN538970.1	Clostridium  difficile  CD196  complete  genome  strain  CD196	4110554	28.5631815079
CP019799.1	Cellvibrio  sp.  PSBB023  complete  genome	4705304	49.3638668192
CP011773.1	Mycobacterium  sp.  EPa45  complete  genome	6177406	66.3513940965
CP011376.1	Moraxella  bovoculi  strain  22581  complete  genome	2363171	45.2493704434
CP019999.1	Dehalococcoides  mccartyi  strain  KBTCE1  complete  genome	1388914	47.3058807097
CP010467.1	Campylobacter  jejuni  strain  CJ677CC024  complete  genome	1661567	30.2933315358
CP020588.1	Acinetobacter  nosocomialis  strain  SSA3  complete  genome	4130956	38.7148156504
CP013336.1	Fusobacterium  hwasookii  ChDC  F206  complete  genome	2424685	27.2498901919
CP001010.1	Polynucleobacter  necessarius  subsp.  necessarius  STIR1  complete  genome	1560469	45.5573933221
CP010250.1	Bordetella  pertussis  strain  H788  complete  genome	4106823	67.7017977157
CP014784.1	Pseudomonas  alcaligenes  strain  NEB  585  complete  genome	4406305	65.4992788742
CP018002.1	Propionibacterium  freudenreichii  strain  P.UF1  complete  genome	2630908	67.2741122076
CP012943.1	Ralstonia  solanacearum  strain  IBSBF1503  complete  genome	3460461	66.6879355092
CP002097.1	Corynebacterium  pseudotuberculosis  FRC41  complete  genome	2337913	52.1852181839
CP018427.1	Klebsiella  pneumoniae  strain  MNCRE69  complete  genome	5452922	57.1711643776
CP014168.1	Sphingomonas  panacis  strain  DCY99  complete  genome	5003808	65.6639103659
CP006604.1	Candidatus  Liberibacter  americanus  str.  Sao  Paulo  complete  genome	1195201	31.1136787871
CP020347.1	Pasteurella  multocida  subsp.  septica  strain  CIRMBP-0873  complete  genome	2418212	40.40973248
CP007152.1	Marinobacter  salarius  strain  R9SW1  complete  genome	4616532	57.0794050599
CP015846.1	Escherichia  coli  O157:H7  strain  FRIK2069  complete  genome	5645226	50.5489771357
CP015282.1	Streptococcus  salivarius  strain  ATCC  27945  complete  genome	2108274	40.2441048934
CP001739.1	Sebaldella  termitidis  ATCC  33386  complete  genome	4418842	33.4515920687
CP009225.1	Clostridium  sporogenes  strain  NCIMB  10696  complete  genome	4141984	27.9825320426
CP000227.1	Bacillus  cereus  Q1  complete  genome	5214195	35.56240225
CP000753.1	Shewanella  baltica  OS185  complete  genome	5229686	46.3124554706
CP020827.1	Listeria  monocytogenes  strain  CFSAN028538  complete  genome	2966603	37.960320272
CP017875.1	Campylobacter  coli  strain  ZV1224  complete  genome	1837306	31.2736147381
CP011937.1	Bacillus  methylotrophicus  strain  CBMB205  complete  genome	3929792	46.4991276892
AP012342.1	Leptospirillum  ferrooxidans  C2-3  DNA  complete  genome	2559538	50.0475476434
CP014984.1	Corynebacterium  glutamicum  strain  YI  complete  genome	3342103	54.0795122113
CP017101.1	Rhizobium  gallicum  strain  IE4872  complete  genome	4278225	60.0736754145
CP010338.1	Mycobacterium  tuberculosis  strain  37004  complete  genome	4417090	65.600768832
CP011732.1	Bordetella  pertussis  strain  I331  complete  genome	4104202	67.7083876476
CP009440.1	Francisella  philomiragia  strain  GA01-2794  complete  genome	2148038	32.409575622
AP013294.1	Bacillus  sp.  OxB-1  DNA  complete  genome	3594618	47.8491177644
AP012541.1	Lactobacillus  paracasei  subsp.  paracasei  JCM  8130  DNA  complete  genome	2995875	46.5922643635
CP007148.1	Francisella  tularensis  subsp.  holarctica  PHIT-FT049  complete  genome	1881193	32.1917527867
CP012134.1	Bordetella  pertussis  strain  I464  complete  genome	4107433	67.7057665944
CP007258.1	Salmonella  enterica  subsp.  enterica  serovar  Enteritidis  str.  EC20110360  complete  genome	4678618	52.1722653997
CP015907.1	Lactococcus  lactis  subsp.  cremoris  strain  UC109  complete  genome	2248099	35.91456604
CP001020.1	Coxiella  burnetii  CbuK_Q154  complete  genome	2063100	42.6733556299
CP015428.1	[Haemophilus]  ducreyi  strain  VAN5  complete  genome	1667484	38.1466928618
CP000768.1	Campylobacter  jejuni  subsp.  doylei  269.97  complete  genome	1845106	30.5733112352
CP002986.1	Stenotrophomonas  maltophilia  JV3  complete  genome	4544477	66.8897873177
CP015349.1	Sporosarcina  sp.  P37  complete  genome	3271521	44.6600831845
CP002447.1	Mesorhizobium  ciceri  biovar  biserrulae  WSM1271  complete  genome	6264489	62.6893111314
CP011242.1	Bordetella  pertussis  strain  I975  complete  genome	4106497	67.7054189982
CP010906.1	Campylobacter  jejuni  subsp.  jejuni  strain  35925  complete  genome	1612378	30.6507531112
CP016793.1	Lentzea  guizhouensis  strain  DHS  C013  complete  genome	9997872	70.0056071932
CP007587.1	Streptococcus  iniae  strain  ISNO  complete  genome	2070182	36.7683131242
CP020831.1	Listeria  monocytogenes  strain  PNUSAL000144  complete  genome	2912199	37.9972316452
CP015932.1	Legionella  pneumophila  strain  C1_S  complete  genome	3457332	38.380577856
CP004752.1	Mannheimia  haemolytica  USDA-ARS-USMARC-183  complete  genome	2658332	41.0102274659
CP010524.1	Bacillus  paralicheniformis  strain  BL-09  complete  genome	4388022	45.8837945662
CP005287.1	Propionibacterium  avidum  44067  complete  genome	2526138	63.4817654459
CP008816.1	Enterococcus  faecalis  ATCC  29212  complete  genome	2939973	37.4991539038
HE601952.1	Chlamydia  trachomatis  L1/115  complete  genome	1039084	41.329767372
CP002744.1	Chlamydophila  psittaci  Mat116  complete  genome	1163362	39.0553413297
CP013087.1	Bordetella  pertussis  strain  H771  complete  genome	4105345	67.7077565954
CP011692.1	Bordetella  pertussis  strain  E024  complete  genome	4101131	67.7131747316
CP007230.1	Yersinia  similis  strain  228  complete  genome	4903722	46.9690573813
CP017247.1	Bacillus  licheniformis  strain  BL1202  complete  genome	4422181	45.9890945215
CP010310.2	Pandoraea  pulmonicola  strain  DSM  16583  complete  genome	5867621	64.2951035863
CP012507.1	Kocuria  palustris  strain  MU14/1  complete  genome	2854447	70.4978582542
CP002334.1	Helicobacter  pylori  Lithuania75  complete  genome	1624644	38.9163410569
CP011791.1	Salmonella  enterica  subsp.  enterica  serovar  Enteritidis  strain  SEE2  complete  genome	4677830	52.1714769455
CP006754.1	Yersinia  pestis  3067  complete  genome	4526841	47.6244913395
CP002993.1	Streptomyces  sp.  SirexAA-E  complete  genome	7414440	71.7481563004
FM162591.1	Photorhabdus  asymbiotica  ATCC43949  complete  genome	5064808	42.1526344138
CP003260.1	Fervidobacterium  pennivorans  DSM  9078  complete  genome	2166381	38.8753409488
CP007243.1	Leptospirillum  ferriphilum  YSK  complete  genome	2330585	54.4516934589
CP011178.1	Bordetella  pertussis  strain  F658  complete  genome	4107481	67.7055596849
CP007188.1	Campylobacter  jejuni  strain  HF5-4A-4  complete  genome	1821520	30.4945869384
CP013652.1	Paenibacillus  naphthalenovorans  strain  32O-Y  complete  genome	5200139	49.6894409938
CP005986.1	Acidithiobacillus  caldus  ATCC  51756  complete  genome	2777717	61.7236025124
CP009449.1	Mycobacterium  bovis  strain  ATCC  BAA-935  complete  genome	4358088	65.613429559
CP006772.1	Bacteroidales  bacterium  CF  complete  genome	2657245	41.4914319154
CP010889.1	Corynebacterium  pseudotuberculosis  strain  226  complete  genome	2337820	52.1830594314
CP018470.1	Xanthomonas  vesicatoria  strain  LM159  complete  genome	5086726	64.2136808627
CP001643.1	Brachybacterium  faecium  DSM  4810  strain  6-10  complete  genome	3614992	72.0457749284
CP007282.2	Salmonella  enterica  subsp.  enterica  serovar  Enteritidis  str.  SA19970510  complete  genome	4685847	52.1655529939
CP000949.1	Pseudomonas  putida  W619  complete  genome	5774330	61.4355951253
CP018029.1	Alteromonas  mediterranea  strain  RG65  complete  genome	4349864	44.9290828403
CP020402.1	Neisseria  meningitidis  strain  FDAARGOS_215  complete  genome	2305808	51.4322528155
CP014755.1	Klebsiella  pneumoniae  strain  AATZP  complete  genome	5353110	57.4316612212
CP000437.1	Francisella  tularensis  subsp.  holarctica  OSU18  complete  genome	1895727	32.1581113736
CP000668.1	Yersinia  pestis  Pestoides  F  complete  genome	4517345	47.64393687
CP018976.1	Escherichia  coli  strain  Ecol_545  complete  genome	5031843	50.6170999373
CP015953.1	Legionella  pneumophila  strain  E6_N  complete  genome	3405173	38.3051903677
AP012330.1	Bifidobacterium  pseudocatenulatum  DSM  20438  =  JCM  1200  =  LMG  10505  DNA  complete  genome	2313752	56.3766989721
CP019181.1	Salmonella  enterica  subsp.  enterica  serovar  Inverness  str.  ATCC  10720  complete  genome	4865682	52.0932111881
CP017100.1	Escherichia  coli  strain  K-12  NEB  5-alpha  complete  genome	4583637	50.7741559814
CP001186.1	Bacillus  cereus  G9842  complete  genome	5387334	35.2642698596
CP017763.1	Bacillus  subtilis  strain  29R7-12  complete  genome	4121999	43.4650517868
CP007751.1	Campylobacter  jejuni  subsp.  jejuni  D42a  complete  genome	1677212	30.5086059484
CP007151.1	Marinobacter  similis  strain  A3d10  complete  genome	3975896	57.6014563761
